sID,Bangla,IPA,Dekhabet,Tokens
15056,"যাও, দেখে আসো",ɟao d̪e.kʰe a.ʃo ,jao dekhe asho ,"[12, 1, 4, 0, 17, 2, 18, 9, 2, 0, 1, 21, 4, 0]"
15058,কী আবিষ্কার”,ki a.biʃ.kar ,ki abishkar ,"[18, 3, 0, 1, 8, 3, 21, 18, 1, 16, 0]"
15062,এটি আমার খুব ব্যক্তিগত জায়গা,e.ti a.mar kʰub bek.t̪i.gɔ.t̪o ɟaj.ga ,eti amar khub bektigoto jaega ,"[2, 11, 3, 0, 1, 14, 1, 16, 0, 18, 9, 5, 8, 0, 8, 2, 18, 11, 3, 6, 4, 11, 4, 0, 12, 1, 2, 6, 1, 0]"
15075,তোমার আবিষ্কারটি কী”,t̪o.mar a.biʃ.kar.ti ki ,tomar abishkarti ki ,"[11, 4, 14, 1, 16, 0, 1, 8, 3, 21, 18, 1, 16, 11, 3, 0, 18, 3, 0]"
15081,সাধারণ মানুষ ভীত,ʃa.d̪ʰa.rɔn ma.nuʃ bʰi.t̪o ,shadharon manush bhito ,"[21, 1, 17, 9, 1, 16, 4, 15, 0, 14, 1, 15, 5, 21, 0, 8, 9, 3, 11, 4, 0]"
15086,তার কোন সংকোচ ছিল না”,t̪ar kon ʃɔŋ.koc cʰi.lo na ,tar kon shongkoch chhilo na ,"[11, 1, 16, 0, 18, 4, 15, 0, 21, 4, 19, 18, 4, 20, 0, 20, 9, 3, 13, 4, 0, 15, 1, 0]"
15089,আমি শুরু করেছি,a.mi ʃu.ru ko.re.cʰi ,ami shuru korechhi ,"[1, 14, 3, 0, 21, 5, 16, 5, 0, 18, 4, 16, 2, 20, 9, 3, 0]"
15090,প্রথম পরীক্ষাটি খুব সহজ,pro.t̪ʰom po.rik.kʰa.ti kʰub ʃɔ.hoɟ ,prothom porikkhati khub shohoj ,"[7, 16, 4, 11, 9, 4, 14, 0, 7, 4, 16, 3, 18, 18, 9, 1, 11, 3, 0, 18, 9, 5, 8, 0, 21, 4, 9, 4, 12, 0]"
15092,তুমি সেই পরীক্ষাটি করেছ”,t̪u.mi ʃei po.rik.kʰa.ti ko.re.cʰo ,tumi shei porikkhati korechho ,"[11, 5, 14, 3, 0, 21, 2, 3, 0, 7, 4, 16, 3, 18, 18, 9, 1, 11, 3, 0, 18, 4, 16, 2, 20, 9, 4, 0]"
15096,"তুমি তাদের কেমন করে দ্যাখো""",t̪u.mi t̪a.d̪er kæ.mon ko.re d̪æ.kʰo ,tumi tader kemon kore dekho ,"[11, 5, 14, 3, 0, 11, 1, 17, 2, 16, 0, 18, 2, 14, 4, 15, 0, 18, 4, 16, 2, 0, 17, 2, 18, 9, 4, 0]"
15097,ইনফ্রা-রেড ক্যামেরা দিয়ে,in.pʰra red kæ.me.ra d̪i.e ,inphra red kemera die ,"[3, 15, 7, 9, 16, 1, 0, 16, 2, 17, 0, 18, 2, 14, 2, 16, 1, 0, 17, 3, 2, 0]"
15102,ঘ্রাণশক্তিও অনেক বেশি,gʰran.ʃok.t̪i.o ɔ.nek be.ʃi ,ghranshoktio onek beshi ,"[6, 9, 16, 1, 15, 21, 4, 18, 11, 3, 4, 0, 4, 15, 2, 18, 0, 8, 2, 21, 3, 0]"
15110,তুমি কী বলছ এসব”,t̪u.mi ki bol.cʰo e.ʃɔb ,tumi ki bolchho eshob ,"[11, 5, 14, 3, 0, 18, 3, 0, 8, 4, 13, 20, 9, 4, 0, 2, 21, 4, 8, 0]"
15111,ঠিকই বলছি,tʰi.ki bol.cʰi ,thiki bolchhi ,"[11, 9, 3, 18, 3, 0, 8, 4, 13, 20, 9, 3, 0]"
15118,কেউ জানবে না কী হয়েছে”,keu ɟan.be na ki he.je.cʰe ,keu janbe na ki heeechhe ,"[18, 2, 5, 0, 12, 1, 15, 8, 2, 0, 15, 1, 0, 18, 3, 0, 9, 2, 2, 2, 20, 9, 2, 0]"
15136,তাকে উদ্ধার করতে কেউ আসবে না,t̪a.ke ud̪.d̪ʰar kor.t̪e keu aʃ.be na ,take uddhar korte keu ashbe na ,"[11, 1, 18, 2, 0, 5, 17, 17, 9, 1, 16, 0, 18, 4, 16, 11, 2, 0, 18, 2, 5, 0, 1, 21, 8, 2, 0, 15, 1, 0]"
15142,কয়টা বেজেছে দেখেছিস”,kɔj.ta be.ɟe.cʰe d̪e.kʰe.cʰiʃ ,koeta bejechhe dekhechhish ,"[18, 4, 2, 11, 1, 0, 8, 2, 12, 2, 20, 9, 2, 0, 17, 2, 18, 9, 2, 20, 9, 3, 21, 0]"
15145,এই তো আম্মু”,ei t̪o am.mu ,ei to ammu ,"[2, 3, 0, 11, 4, 0, 1, 14, 14, 5, 0]"
15146,প্রত্যেক দিনই একই ব্যাপার,prot̪.t̪ek d̪in.i æk.i bæ.par ,prottek dini eki bepar ,"[7, 16, 4, 11, 11, 2, 18, 0, 17, 3, 15, 3, 0, 2, 18, 3, 0, 8, 2, 7, 1, 16, 0]"
15148,এই তো আম্মু হয়ে গেছে”,ei t̪o am.mu ho.je gæ.cʰe ,ei to ammu hoee gechhe ,"[2, 3, 0, 11, 4, 0, 1, 14, 14, 5, 0, 9, 4, 2, 2, 0, 6, 2, 20, 9, 2, 0]"
15160,আমার ই-মেইলে এসেছে”,a.mar rɔʃ.ʃo.i mei.le e.ʃe.cʰe ,amar roshshoi meile eshechhe ,"[1, 14, 1, 16, 0, 16, 4, 21, 21, 4, 3, 0, 14, 2, 3, 13, 2, 0, 2, 21, 2, 20, 9, 2, 0]"
15161,কে পাঠিয়েছে”,ke pa.tʰi.je.cʰe ,ke pathieechhe ,"[18, 2, 0, 7, 1, 11, 9, 3, 2, 2, 20, 9, 2, 0]"
15162,আমি জানি না”,a.mi ɟa.ni na ,ami jani na ,"[1, 14, 3, 0, 12, 1, 15, 3, 0, 15, 1, 0]"
15164,"বলল, ঠিক আছে",bol.lo tʰik a.cʰe ,bollo thik achhe ,"[8, 4, 13, 13, 4, 0, 11, 9, 3, 18, 0, 1, 20, 9, 2, 0]"
15165,"অনেক হয়েছে, এখন শুতে যা”",ɔ.nek he.je.cʰe æ.kʰon ʃu.t̪e ɟa ,onek heeechhe ekhon shute ja ,"[4, 15, 2, 18, 0, 9, 2, 2, 2, 20, 9, 2, 0, 2, 18, 9, 4, 15, 0, 21, 5, 11, 2, 0, 12, 1, 0]"
15168,অন্য গেমের মতো না,on.no ge.mer mɔ.t̪o na ,onno gemer moto na ,"[4, 15, 15, 4, 0, 6, 2, 14, 2, 16, 0, 14, 4, 11, 4, 0, 15, 1, 0]"
15169,এটা খেলতে মনোযোগ দিতে হয়,e.ta kʰel.t̪e mo.no.ɟog d̪i.t̪e hɔj ,eta khelte monojog dite hoe ,"[2, 11, 1, 0, 18, 9, 2, 13, 11, 2, 0, 14, 4, 15, 4, 12, 4, 6, 0, 17, 3, 11, 2, 0, 9, 4, 2, 0]"
15173,"ব্যাস, অনেক হয়েছে”",bæʃ ɔ.nek he.je.cʰe ,besh onek heeechhe ,"[8, 2, 21, 0, 4, 15, 2, 18, 0, 9, 2, 2, 2, 20, 9, 2, 0]"
15178,শিরীন তপুর দিকে তাকাল,ʃi.rin t̪o.pur d̪i.ke t̪a.ka.lo ,shirin topur dike takalo ,"[21, 3, 16, 3, 15, 0, 11, 4, 7, 5, 16, 0, 17, 3, 18, 2, 0, 11, 1, 18, 1, 13, 4, 0]"
15200,হঠাৎ করে খেপে উঠল,hɔ.tʰat̪ ko.re kʰæ.pe utʰ.lo ,hothat kore khepe uthlo ,"[9, 4, 11, 9, 1, 11, 0, 18, 4, 16, 2, 0, 18, 9, 2, 7, 2, 0, 5, 11, 9, 13, 4, 0]"
15205,আপনি আজকের পত্রিকা পড়েন নাই,ap.ni aɟ.ker pot̪.t̪ri.ka pɔ.ɾen nai ,apni ajker pottrika poren nai ,"[1, 7, 15, 3, 0, 1, 12, 18, 2, 16, 0, 7, 4, 11, 11, 16, 3, 18, 1, 0, 7, 4, 16, 2, 15, 0, 15, 1, 3, 0]"
15206,এটা তো এখন টক অব দা টাউন,e.ta t̪o æ.kʰon tɔk ɔ.bo d̪a ta.un ,eta to ekhon tok obo da taun ,"[2, 11, 1, 0, 11, 4, 0, 2, 18, 9, 4, 15, 0, 11, 4, 18, 0, 4, 8, 4, 0, 17, 1, 0, 11, 1, 5, 15, 0]"
15208,বারো বৎসর বয়স,ba.ro bɔt̪.ʃor bɔj.oʃ ,baro botshor boeosh ,"[8, 1, 16, 4, 0, 8, 4, 11, 21, 4, 16, 0, 8, 4, 2, 4, 21, 0]"
15209,আমাদের ফ্ল্যাটে তার ভায়রা থাকে,a.ma.d̪er pʰlæa.te t̪ar bʰaj.ra t̪ʰa.ke ,amader phleate tar bhaera thake ,"[1, 14, 1, 17, 2, 16, 0, 7, 9, 13, 2, 1, 11, 2, 0, 11, 1, 16, 0, 8, 9, 1, 2, 16, 1, 0, 11, 9, 1, 18, 2, 0]"
15216,একবার তার অফিসে -”,æk.bar t̪ar ɔ.pʰi.se ,ekbar tar ophise ,"[2, 18, 8, 1, 16, 0, 11, 1, 16, 0, 4, 7, 9, 3, 10, 2, 0]"
15218,শুনে শিরীনের গা গুলিয়ে উঠতে লাগল,ʃu.ne ʃi.ri.ner ga gu.li.je utʰ.t̪e lag.lo ,shune shiriner ga guliee uthte laglo ,"[21, 5, 15, 2, 0, 21, 3, 16, 3, 15, 2, 16, 0, 6, 1, 0, 6, 5, 13, 3, 2, 2, 0, 5, 11, 9, 11, 2, 0, 13, 1, 6, 13, 4, 0]"
15220,কী হয়েছে”,ki he.je.cʰe ,ki heeechhe ,"[18, 3, 0, 9, 2, 2, 2, 20, 9, 2, 0]"
15223,সে তার ছোটবোনকে মেরে ফেলেছে,ʃe t̪ar cʰo.to.bon.ke me.re pʰe.le.cʰe ,she tar chhotobonke mere phelechhe ,"[21, 2, 0, 11, 1, 16, 0, 20, 9, 4, 11, 4, 8, 4, 15, 18, 2, 0, 14, 2, 16, 2, 0, 7, 9, 2, 13, 2, 20, 9, 2, 0]"
15224,এত বড় চাকু দিয়ে -”,æ.t̪o bɔ.ɾo ca.ku d̪i.e ,eto boro chaku die ,"[2, 11, 4, 0, 8, 4, 16, 4, 0, 20, 1, 18, 5, 0, 17, 3, 2, 0]"
15228,লিখেছে আই হ্যাভ টু ডু ইট,li.kʰe.cʰe ai hæbʰ tu du it ,likhechhe ai hebh tu du it ,"[13, 3, 18, 9, 2, 20, 9, 2, 0, 1, 3, 0, 9, 2, 8, 9, 0, 11, 5, 0, 17, 5, 0, 3, 11, 0]"
15229,আমাকে এটা করতে হবে”,a.ma.ke e.ta kor.t̪e hɔ.be ,amake eta korte hobe ,"[1, 14, 1, 18, 2, 0, 2, 11, 1, 0, 18, 4, 16, 11, 2, 0, 9, 4, 8, 2, 0]"
15232,কিন্তু জানার কোন ইচ্ছেও নেই,kin.t̪u ɟa.nar kon ic.cʰe.o nei ,kintu janar kon ichchheo nei ,"[18, 3, 15, 11, 5, 0, 12, 1, 15, 1, 16, 0, 18, 4, 15, 0, 3, 20, 20, 9, 2, 4, 0, 15, 2, 3, 0]"
15235,ফাঁসি হবে”,pʰã.ʃi hɔ.be ,phashi hobe ,"[7, 9, 1, 21, 3, 0, 9, 4, 8, 2, 0]"
15236,এত ছোট ছেলের ফাঁসি হয় না”,æ.t̪o cʰo.to cʰe.ler pʰã.ʃi hɔj na ,eto chhoto chheler phashi hoe na ,"[2, 11, 4, 0, 20, 9, 4, 11, 4, 0, 20, 9, 2, 13, 2, 16, 0, 7, 9, 1, 21, 3, 0, 9, 4, 2, 0, 15, 1, 0]"
15237,তাহলে কী হবে”,t̪a.ho.le ki hɔ.be ,tahole ki hobe ,"[11, 1, 9, 4, 13, 2, 0, 18, 3, 0, 9, 4, 8, 2, 0]"
15238,আমি ঠিক জানি না,a.mi tʰik ɟa.ni na ,ami thik jani na ,"[1, 14, 3, 0, 11, 9, 3, 18, 0, 12, 1, 15, 3, 0, 15, 1, 0]"
15242,সাইকোলজিস্টরা বলতে পারবে,sai.ko.lɔ.ɟist.ra bol.t̪e par.be ,saikolojistra bolte parbe ,"[10, 1, 3, 18, 4, 13, 4, 12, 3, 10, 11, 16, 1, 0, 8, 4, 13, 11, 2, 0, 7, 1, 16, 8, 2, 0]"
15263,"তপু বলল, কিছু হয় নাই”",t̪o.pu bol.lo ki.cʰu hɔj nai ,topu bollo kichhu hoe nai ,"[11, 4, 7, 5, 0, 8, 4, 13, 13, 4, 0, 18, 3, 20, 9, 5, 0, 9, 4, 2, 0, 15, 1, 3, 0]"
15269,অন্য জিনিস”,on.no ɟi.niʃ ,onno jinish ,"[4, 15, 15, 4, 0, 12, 3, 15, 3, 21, 0]"
15272,কথা বলছে,kɔ.t̪ʰa bol.cʰe ,kotha bolchhe ,"[18, 4, 11, 9, 1, 0, 8, 4, 13, 20, 9, 2, 0]"
15322,কথা বলছিস না কেন”,kɔ.t̪ʰa bol.cʰiʃ na kæ.no ,kotha bolchhish na keno ,"[18, 4, 11, 9, 1, 0, 8, 4, 13, 20, 9, 3, 21, 0, 15, 1, 0, 18, 2, 15, 4, 0]"
15323,"""কে বলেছে কথা বলছি না”",ke bo.le.cʰe kɔ.t̪ʰa bol.cʰi na ,ke bolechhe kotha bolchhi na ,"[18, 2, 0, 8, 4, 13, 2, 20, 9, 2, 0, 18, 4, 11, 9, 1, 0, 8, 4, 13, 20, 9, 3, 0, 15, 1, 0]"
15342,কী হয়েছে তোর”,ki he.je.cʰe t̪or ,ki heeechhe tor ,"[18, 3, 0, 9, 2, 2, 2, 20, 9, 2, 0, 11, 4, 16, 0]"
15344,কার সাথে কথা বলছিস তুই”,kar ʃa.t̪ʰe kɔ.t̪ʰa bol.cʰiʃ t̪ui ,kar shathe kotha bolchhish tui ,"[18, 1, 16, 0, 21, 1, 11, 9, 2, 0, 18, 4, 11, 9, 1, 0, 8, 4, 13, 20, 9, 3, 21, 0, 11, 5, 3, 0]"
15345,সেভারের সাথে”,se.bʰa.rer ʃa.t̪ʰe ,sebharer shathe ,"[10, 2, 8, 9, 1, 16, 2, 16, 0, 21, 1, 11, 9, 2, 0]"
15353,তপু কী হয়েছে তোর”,t̪o.pu ki he.je.cʰe t̪or ,topu ki heeechhe tor ,"[11, 4, 7, 5, 0, 18, 3, 0, 9, 2, 2, 2, 20, 9, 2, 0, 11, 4, 16, 0]"
15358,তাহলে এখানে এভাবে বসে ছিলি কেন,t̪a.ho.le e.kʰa.ne e.bʰa.be bɔ.ʃe cʰi.li kæ.no ,tahole ekhane ebhabe boshe chhili keno ,"[11, 1, 9, 4, 13, 2, 0, 2, 18, 9, 1, 15, 2, 0, 2, 8, 9, 1, 8, 2, 0, 8, 4, 21, 2, 0, 20, 9, 3, 13, 3, 0, 18, 2, 15, 4, 0]"
15359,কার সাথে তুই কথা বলছিলি”,kar ʃa.t̪ʰe t̪ui kɔ.t̪ʰa bol.cʰi.li ,kar shathe tui kotha bolchhili ,"[18, 1, 16, 0, 21, 1, 11, 9, 2, 0, 11, 5, 3, 0, 18, 4, 11, 9, 1, 0, 8, 4, 13, 20, 9, 3, 13, 3, 0]"
15377,"শিরীনকে দেখে বলল, কী হয়েছে আপা",ʃi.rin.ke d̪e.kʰe bol.lo ki he.je.cʰe a.pa ,shirinke dekhe bollo ki heeechhe apa ,"[21, 3, 16, 3, 15, 18, 2, 0, 17, 2, 18, 9, 2, 0, 8, 4, 13, 13, 4, 0, 18, 3, 0, 9, 2, 2, 2, 20, 9, 2, 0, 1, 7, 1, 0]"
15379,"না, না, সিস্টেম ঠিক আছে”",na na sis.tem tʰik a.cʰe ,na na sistem thik achhe ,"[15, 1, 0, 15, 1, 0, 10, 3, 10, 11, 2, 14, 0, 11, 9, 3, 18, 0, 1, 20, 9, 2, 0]"
15389,"ধরুন, পাগল হয়ে যাওয়া”",d̪ʰo.run pa.gol ho.je ɟao.a ,dhorun pagol hoee jaoa ,"[17, 9, 4, 16, 5, 15, 0, 7, 1, 6, 4, 13, 0, 9, 4, 2, 2, 0, 12, 1, 4, 1, 0]"
15401,"তবে""",t̪ɔ.be ,tobe ,"[11, 4, 8, 2, 0]"
15413,"হাসান জামিল""",ha.san ɟa.mil ,hasan jamil ,"[9, 1, 10, 1, 15, 0, 12, 1, 14, 3, 13, 0]"
15418,হ্যাঁ লিখেছিলাম,hã li.kʰe.cʰi.lam ,ha likhechhilam ,"[9, 1, 0, 13, 3, 18, 9, 2, 20, 9, 3, 13, 1, 14, 0]"
15419,"অনেক টেলিফোন কল পেয়েছিলাম তখন""",ɔ.nek te.li.pʰon kɔl pe.je.cʰi.lam t̪ɔ.kʰon ,onek teliphon kol peeechhilam tokhon ,"[4, 15, 2, 18, 0, 11, 2, 13, 3, 7, 9, 4, 15, 0, 18, 4, 13, 0, 7, 2, 2, 2, 20, 9, 3, 13, 1, 14, 0, 11, 4, 18, 9, 4, 15, 0]"
15420,"আমিও সেটা নিয়ে কথা বলতে চাইছি""",a.mi.o ʃe.ta ni.je kɔ.t̪ʰa bol.t̪e cai.cʰi ,amio sheta niee kotha bolte chaichhi ,"[1, 14, 3, 4, 0, 21, 2, 11, 1, 0, 15, 3, 2, 2, 0, 18, 4, 11, 9, 1, 0, 8, 4, 13, 11, 2, 0, 20, 1, 3, 20, 9, 3, 0]"
15432,"সামথিং ভেরি স্পেসিফিক""",sam.t̪ʰiŋ bʰe.ri spe.si.pʰik ,samthing bheri spesiphik ,"[10, 1, 14, 11, 9, 3, 19, 0, 8, 9, 2, 16, 3, 0, 10, 7, 2, 10, 3, 7, 9, 3, 18, 0]"
15434,"কনফার্ম করতে পারিনি""",kɔn.pʰarm kor.t̪e pa.ri.ni ,konpharm korte parini ,"[18, 4, 15, 7, 9, 1, 16, 14, 0, 18, 4, 16, 11, 2, 0, 7, 1, 16, 3, 15, 3, 0]"
15440,অকারণ ভীতি,ɔ.ka.ron bʰi.t̪i ,okaron bhiti ,"[4, 18, 1, 16, 4, 15, 0, 8, 9, 3, 11, 3, 0]"
15442,যেটা প্রমানিত হয়নি”,ɟe.ta pro.ma.ni.t̪o hɔj.ni ,jeta promanito hoeni ,"[12, 2, 11, 1, 0, 7, 16, 4, 14, 1, 15, 3, 11, 4, 0, 9, 4, 2, 15, 3, 0]"
15449,"তোর কী খবর""",t̪or ki kʰɔ.bor ,tor ki khobor ,"[11, 4, 16, 0, 18, 3, 0, 18, 9, 4, 8, 4, 16, 0]"
15453,"বলল, তপু""",bol.lo t̪o.pu ,bollo topu ,"[8, 4, 13, 13, 4, 0, 11, 4, 7, 5, 0]"
15454,"কী আম্মু""",ki am.mu ,ki ammu ,"[18, 3, 0, 1, 14, 14, 5, 0]"
15464,কিসের আলো এটা,ki.ʃer a.lo e.ta ,kisher alo eta ,"[18, 3, 21, 2, 16, 0, 1, 13, 4, 0, 2, 11, 1, 0]"
15471,"কী হয়েছে""",ki he.je.cʰe ,ki heeechhe ,"[18, 3, 0, 9, 2, 2, 2, 20, 9, 2, 0]"
15473,"আমার খুব ভয় করছে""",a.mar kʰub bʰɔj kor.cʰe ,amar khub bhoe korchhe ,"[1, 14, 1, 16, 0, 18, 9, 5, 8, 0, 8, 9, 4, 2, 0, 18, 4, 16, 20, 9, 2, 0]"
15474,ভয় কী বাবা,bʰɔj ki ba.ba ,bhoe ki baba ,"[8, 9, 4, 2, 0, 18, 3, 0, 8, 1, 8, 1, 0]"
15475,"তোর ভয় কিসের""",t̪or bʰɔj ki.ʃer ,tor bhoe kisher ,"[11, 4, 16, 0, 8, 9, 4, 2, 0, 18, 3, 21, 2, 16, 0]"
15482,আমি চালাইনি আম্মু,a.mi ca.lai.ni am.mu ,ami chalaini ammu ,"[1, 14, 3, 0, 20, 1, 13, 1, 3, 15, 3, 0, 1, 14, 14, 5, 0]"
15483,"বিশ্বাস করো আমি চালাইনি""",biʃ.ʃaʃ kɔ.ro a.mi ca.lai.ni ,bishshash koro ami chalaini ,"[8, 3, 21, 21, 1, 21, 0, 18, 4, 16, 4, 0, 1, 14, 3, 0, 20, 1, 13, 1, 3, 15, 3, 0]"
15484,"তাহলে কে চালিয়েছে""",t̪a.ho.le ke ca.li.je.cʰe ,tahole ke chalieechhe ,"[11, 1, 9, 4, 13, 2, 0, 18, 2, 0, 20, 1, 13, 3, 2, 2, 20, 9, 2, 0]"
15506,তাকে বাঁচাতে হবে,t̪a.ke bã.ca.t̪e hɔ.be ,take bachate hobe ,"[11, 1, 18, 2, 0, 8, 1, 20, 1, 11, 2, 0, 9, 4, 8, 2, 0]"
15507,মাসখানেক পরের কথা,maʃ.kʰa.nek pɔ.rer kɔ.t̪ʰa ,mashkhanek porer kotha ,"[14, 1, 21, 18, 9, 1, 15, 2, 18, 0, 7, 4, 16, 2, 16, 0, 18, 4, 11, 9, 1, 0]"
15511,শিরীন কোন কথা বলল না,ʃi.rin kon kɔ.t̪ʰa bol.lo na ,shirin kon kotha bollo na ,"[21, 3, 16, 3, 15, 0, 18, 4, 15, 0, 18, 4, 11, 9, 1, 0, 8, 4, 13, 13, 4, 0, 15, 1, 0]"
15513,এটা তো বিশ্বাস করার কথা নয়,e.ta t̪o biʃ.ʃaʃ kɔ.rar kɔ.t̪ʰa nɔj ,eta to bishshash korar kotha noe ,"[2, 11, 1, 0, 11, 4, 0, 8, 3, 21, 21, 1, 21, 0, 18, 4, 16, 1, 16, 0, 18, 4, 11, 9, 1, 0, 15, 4, 2, 0]"
15515,শিরীন মাথা নাড়ল,ʃi.rin ma.t̪ʰa naɾ.lo ,shirin matha narlo ,"[21, 3, 16, 3, 15, 0, 14, 1, 11, 9, 1, 0, 15, 1, 16, 13, 4, 0]"
15516,"বলল, তা যায় না""",bol.lo t̪a ɟaj na ,bollo ta jae na ,"[8, 4, 13, 13, 4, 0, 11, 1, 0, 12, 1, 2, 0, 15, 1, 0]"
15517,"আপনার ছেলে এখন কেমন আছে""",ap.nar cʰe.le æ.kʰon kæ.mon a.cʰe ,apnar chhele ekhon kemon achhe ,"[1, 7, 15, 1, 16, 0, 20, 9, 2, 13, 2, 0, 2, 18, 9, 4, 15, 0, 18, 2, 14, 4, 15, 0, 1, 20, 9, 2, 0]"
15520,"দৌড়াদৌড়ি করার জন্যে""",d̪ou.ɾa.d̪ou.ɾi kɔ.rar ɟon.ne ,douradouri korar jonne ,"[17, 4, 5, 16, 1, 17, 4, 5, 16, 3, 0, 18, 4, 16, 1, 16, 0, 12, 4, 15, 15, 2, 0]"
15523,"না, পারে না",na pa.re na ,na pare na ,"[15, 1, 0, 7, 1, 16, 2, 0, 15, 1, 0]"
15524,"আমি চাইও না তার মনে পড়ুক""",a.mi cai.o na t̪ar mo.ne po.ɾuk ,ami chaio na tar mone poruk ,"[1, 14, 3, 0, 20, 1, 3, 4, 0, 15, 1, 0, 11, 1, 16, 0, 14, 4, 15, 2, 0, 7, 4, 16, 5, 18, 0]"
15530,"কি সন্দেহ করছে""",ki ʃɔn.d̪e.ho kor.cʰe ,ki shondeho korchhe ,"[18, 3, 0, 21, 4, 15, 17, 2, 9, 4, 0, 18, 4, 16, 20, 9, 2, 0]"
15531,"এটা কোনো মানুষ লিখেনি""",e.ta ko.no ma.nuʃ li.kʰe.ni ,eta kono manush likheni ,"[2, 11, 1, 0, 18, 4, 15, 4, 0, 14, 1, 15, 5, 21, 0, 13, 3, 18, 9, 2, 15, 3, 0]"
15532,"তাহলে কে লিখেছে""",t̪a.ho.le ke li.kʰe.cʰe ,tahole ke likhechhe ,"[11, 1, 9, 4, 13, 2, 0, 18, 2, 0, 13, 3, 18, 9, 2, 20, 9, 2, 0]"
15544,আট,at ,at ,"[1, 11, 0]"
15549,"কিন্তু চেষ্টা করতে হবে""",kin.t̪u ceʃ.ta kor.t̪e hɔ.be ,kintu cheshta korte hobe ,"[18, 3, 15, 11, 5, 0, 20, 2, 21, 11, 1, 0, 18, 4, 16, 11, 2, 0, 9, 4, 8, 2, 0]"
15551,"কীভাবে পারবি""",ki.bʰa.be par.bi ,kibhabe parbi ,"[18, 3, 8, 9, 1, 8, 2, 0, 7, 1, 16, 8, 3, 0]"
15552,"সেটাই চিন্তা করছি""",ʃe.tai cin.t̪a kor.cʰi ,shetai chinta korchhi ,"[21, 2, 11, 1, 3, 0, 20, 3, 15, 11, 1, 0, 18, 4, 16, 20, 9, 3, 0]"
15557,"না-না, আমি ঠাট্টা করছি না",na na a.mi tʰat.ta kor.cʰi na ,na na ami thatta korchhi na ,"[15, 1, 0, 15, 1, 0, 1, 14, 3, 0, 11, 9, 1, 11, 11, 1, 0, 18, 4, 16, 20, 9, 3, 0, 15, 1, 0]"
15558,"আমি সিরিয়াসলি বলছি""",a.mi si.ri.jas.li bol.cʰi ,ami sirieasli bolchhi ,"[1, 14, 3, 0, 10, 3, 16, 3, 2, 1, 10, 13, 3, 0, 8, 4, 13, 20, 9, 3, 0]"
15560,সেটাই ভাবছি,ʃe.tai bʰab.cʰi ,shetai bhabchhi ,"[21, 2, 11, 1, 3, 0, 8, 9, 1, 8, 20, 9, 3, 0]"
15566,"সেটাই হয়েছে মুশকিল""",ʃe.tai he.je.cʰe muʃ.kil ,shetai heeechhe mushkil ,"[21, 2, 11, 1, 3, 0, 9, 2, 2, 2, 20, 9, 2, 0, 14, 5, 21, 18, 3, 13, 0]"
15568,"জেসচার দিয়ে করতে হবে""",ɟeʃ.car d̪i.e kor.t̪e hɔ.be ,jeshchar die korte hobe ,"[12, 2, 21, 20, 1, 16, 0, 17, 3, 2, 0, 18, 4, 16, 11, 2, 0, 9, 4, 8, 2, 0]"
15569,"কী হবে তোর সেই জেসচার""",ki hɔ.be t̪or ʃei ɟeʃ.car ,ki hobe tor shei jeshchar ,"[18, 3, 0, 9, 4, 8, 2, 0, 11, 4, 16, 0, 21, 2, 3, 0, 12, 2, 21, 20, 1, 16, 0]"
15574,"একটা ধুমসো বেজি""",æk.ta d̪ʰum.ʃo be.ɟi ,ekta dhumsho beji ,"[2, 18, 11, 1, 0, 17, 9, 5, 14, 21, 4, 0, 8, 2, 12, 3, 0]"
15575,"কিন্তু এইখানে এসেছে কেন""",kin.t̪u ei.kʰa.ne e.ʃe.cʰe kæ.no ,kintu eikhane eshechhe keno ,"[18, 3, 15, 11, 5, 0, 2, 3, 18, 9, 1, 15, 2, 0, 2, 21, 2, 20, 9, 2, 0, 18, 2, 15, 4, 0]"
15576,এখনো জানি না কেন এসেছে,æ.kʰo.no ɟa.ni na kæ.no e.ʃe.cʰe ,ekhono jani na keno eshechhe ,"[2, 18, 9, 4, 15, 4, 0, 12, 1, 15, 3, 0, 15, 1, 0, 18, 2, 15, 4, 0, 2, 21, 2, 20, 9, 2, 0]"
15577,"হ্যাঁ জানি""",hã ɟa.ni ,ha jani ,"[9, 1, 0, 12, 1, 15, 3, 0]"
15579,এখন একা এসেছে কেন,æ.kʰon æ.ka e.ʃe.cʰe kæ.no ,ekhon eka eshechhe keno ,"[2, 18, 9, 4, 15, 0, 2, 18, 1, 0, 2, 21, 2, 20, 9, 2, 0, 18, 2, 15, 4, 0]"
15580,"কোন দিকে দিয়ে এসেছে""",kon d̪i.ke d̪i.e e.ʃe.cʰe ,kon dike die eshechhe ,"[18, 4, 15, 0, 17, 3, 18, 2, 0, 17, 3, 2, 0, 2, 21, 2, 20, 9, 2, 0]"
15583,কত ফাঁকফোকর আছে,kɔ.t̪o pʰãk.pʰo.kor a.cʰe ,koto phakphokor achhe ,"[18, 4, 11, 4, 0, 7, 9, 1, 18, 7, 9, 4, 18, 4, 16, 0, 1, 20, 9, 2, 0]"
