Bangla,IPA,CMUBETs
গ্রীষ্মে আরেকটি মজার ফল হলো তাল,griʃ.ʃe a.rek.ti mɔ.ɟar pʰɔl ho.lo t̪al ,R IH SH SH EY SIL AA R EY K T IH SIL M AO JH AA R SIL P AO L SIL HH OW L OW SIL T AA L
তাল দুইভাবে খাওয়া যায় কচি তাল এবং পাকা তাল,t̪al d̪ui.bʰa.be kʰaoa ɟaj ko.ci t̪al e.bɔŋ pa.ka t̪al ,T AA L SIL D UW IH B AA B EY SIL K AA OW AA SIL JH AA Y SIL K OW IH SIL T AA L SIL EY B AO NG SIL P AA K AA SIL T AA L
কচি তালে পাকা তালের চেয়ে পানির পরিমাণ বেশি থাকে,ko.ci t̪a.le pa.ka t̪a.ler ce.e pa.nir po.ri.man be.ʃi t̪ʰa.ke ,K OW IH SIL T AA L EY SIL P AA K AA SIL T AA L EY R SIL EY EY SIL P AA N IH R SIL P OW R IH M AA N SIL B EY SH IH SIL T AA K EY
"৯২ শতাংশই পানি থাকে কচি তালে, পাকা তালে পানি থাকে ৭৭ শতাংশ",bi.ra.nob.boi ʃɔ.t̪aŋ.ʃoi pa.ni t̪ʰa.ke ko.ci t̪a.le pa.ka t̪a.le pa.ni t̪ʰa.ke ʃa.t̪at̪.t̪or ʃɔ.t̪aŋ.ʃo ,B IH R AA N OW B B OW IH SIL SH AO T AA NG SH OW IH SIL P AA N IH SIL T AA K EY SIL K OW IH SIL T AA L EY SIL P AA K AA SIL T AA L EY SIL P AA N IH SIL T AA K EY SIL SH AA T AA T T OW R SIL SH AO T AA NG SH OW
জামরুল,ɟam.rul ,JH AA M R UW L
এ সময়ের রসালো এ ফলটির কথা না বললেই নয়,e ʃɔ.mɔ.jer rɔ.ʃa.lo e pʰɔl.tir kɔ.t̪ʰa na bol.lei nɔj ,EY SIL SH AO M AO Y EY R SIL R AO SH AA L OW SIL EY SIL P AO L T IH R SIL K AO T AA SIL N AA SIL B OW L L EY IH SIL N AO Y
জামরুল পানি জাতীয় একটি ফল- যার ৮৯ শতাংশই থাকে পানি,ɟam.rul pa.ni ɟa.t̪i.o ek.ti pʰɔl ɟar u.no.nob.boi ʃɔ.t̪aŋ.ʃoi t̪ʰa.ke pa.ni ,JH AA M R UW L SIL P AA N IH SIL JH AA T IH OW SIL EY K T IH SIL P AO L SIL JH AA R SIL UW N OW N OW B B OW IH SIL SH AO T AA NG SH OW IH SIL T AA K EY SIL P AA N IH
আম,am ,AA M
প্রোটিন          শর্করা   কিলোক্যালরি      ক্যালসিয়াম       ক্যারোটিন      ভিটামিন সি   আয়রন,pro.tin ʃɔrk.kɔ.ra ki.lo.kæ.lo.ri kæ.lɔ.ʃi.am kæ.ro.tin bʰi.ta.min si aj.ron ,P R OW T IH N SIL SH AO R K K AO R AA SIL K IH L OW K AE L OW R IH SIL K AE L AO SH IH AA M SIL K AE R OW T IH N SIL B IH T AA M IH N SIL S IH SIL AA Y R OW N
গ্রাম           গ্রাম                  মি. গ্রা.         মাইক্রোগ্রাম     মি. গ্রা.,gram gram mi.li gram ma.ik.kro.gram mi.li gram ,R AA M SIL R AA M SIL M IH L IH SIL R AA M SIL M AA IH K K R OW R AA M SIL M IH L IH SIL R AA M
১             ২০     ৮৫           ১৫            ৮৩০০        ৪১         ১.৩,æk biʃ pɔ̃.ca.ʃi pɔ.ne.ro at ha.ɟar t̪in.ʃo ek.col.liʃ æk d̪ɔ.ʃo.mik t̪in ,AE K SIL B IH SH SIL P AO AA SH IH SIL P AO N EY R OW SIL AA T SIL HH AA JH AA R SIL T IH N SH OW SIL EY K OW L L IH SH SIL AE K SIL D AO SH OW M IH K SIL T IH N
কাঁঠাল,kã.tʰal ,K AA T AA L
প্রোটিন          শর্করা   কিলোক্যালরি      ক্যালসিয়াম       ক্যারোটিন      ভিটামিন সি   আয়রন,pro.tin ʃɔrk.kɔ.ra ki.lo.kæ.lo.ri kæ.lɔ.ʃi.am kæ.ro.tin bʰi.ta.min si aj.ron ,P R OW T IH N SIL SH AO R K K AO R AA SIL K IH L OW K AE L OW R IH SIL K AE L AO SH IH AA M SIL K AE R OW T IH N SIL B IH T AA M IH N SIL S IH SIL AA Y R OW N
গ্রাম           গ্রাম                  মি. গ্রা.         মাইক্রোগ্রাম     মি. গ্রা.,gram gram mi.li gram ma.ik.kro.gram mi.li gram ,R AA M SIL R AA M SIL M IH L IH SIL R AA M SIL M AA IH K K R OW R AA M SIL M IH L IH SIL R AA M
১.৮           ৯.৯    ৪৮            ২০            ৪৭০০        ২১         .৭,æk d̪ɔ.ʃo.mik at nɔj d̪ɔ.ʃo.mik nɔj at.col.liʃ biʃ car ha.ɟar ʃat̪.ʃo e.kuʃ ʃat̪ ,AE K SIL D AO SH OW M IH K SIL AA T SIL N AO Y SIL D AO SH OW M IH K SIL N AO Y SIL AA T OW L L IH SH SIL B IH SH SIL AA R SIL HH AA JH AA R SIL SH AA T SH OW SIL EY K UW SH SIL SH AA T
জাম,ɟam ,JH AA M
প্রোটিন          শর্করা   কিলোক্যালরি      ক্যালসিয়াম       ক্যারোটিন      ভিটামিন সি   আয়রন,pro.tin ʃɔrk.kɔ.ra ki.lo.kæ.lo.ri kæ.lɔ.ʃi.am kæ.ro.tin bʰi.ta.min si aj.ron ,P R OW T IH N SIL SH AO R K K AO R AA SIL K IH L OW K AE L OW R IH SIL K AE L AO SH IH AA M SIL K AE R OW T IH N SIL B IH T AA M IH N SIL S IH SIL AA Y R OW N
গ্রাম           গ্রাম                  মি. গ্রা.         মাইক্রোগ্রাম     মি. গ্রা.,gram gram mi.li gram ma.ik.kro.gram mi.li gram ,R AA M SIL R AA M SIL M IH L IH SIL R AA M SIL M AA IH K K R OW R AA M SIL M IH L IH SIL R AA M
উল্লেখযোগ্য নয়    ১.৪     ১১            ২২            ১২০         ৬০        ৪.৩,ul.lekʰ.ɟog.go nɔj æk d̪ɔ.ʃo.mik car æ.ga.ro ba.iʃ æk.ʃo biʃ ʃat car d̪ɔ.ʃo.mik t̪in ,UW L L EY K JH OW OW SIL N AO Y SIL AE K SIL D AO SH OW M IH K SIL AA R SIL AE AA R OW SIL B AA IH SH SIL AE K SH OW SIL B IH SH SIL SH AA T SIL AA R SIL D AO SH OW M IH K SIL T IH N
বেল,bel ,B EY L
প্রোটিন          শর্করা   কিলোক্যালরি      ক্যালসিয়াম       ক্যারোটিন      ভিটামিন সি   আয়রন,pro.tin ʃɔrk.kɔ.ra ki.lo.kæ.lo.ri kæ.lɔ.ʃi.am kæ.ro.tin bʰi.ta.min si aj.ron ,P R OW T IH N SIL SH AO R K K AO R AA SIL K IH L OW K AE L OW R IH SIL K AE L AO SH IH AA M SIL K AE R OW T IH N SIL B IH T AA M IH N SIL S IH SIL AA Y R OW N
গ্রাম           গ্রাম                  মি. গ্রা.         মাইক্রোগ্রাম     মি. গ্রা.,gram gram mi.li gram ma.ik.kro.gram mi.li gram ,R AA M SIL R AA M SIL M IH L IH SIL R AA M SIL M AA IH K K R OW R AA M SIL M IH L IH SIL R AA M
২.৬           ১৮.৮   ৯৬           ৩৮           ৯           ১         উল্লেখযোগ্য নয়,d̪ui d̪ɔ.ʃo.mik cʰɔj a.tʰa.ro d̪ɔ.ʃo.mik at cʰi.a.nob.boi at.t̪riʃ nɔj æk ul.lekʰ.ɟog.go nɔj ,D UW IH SIL D AO SH OW M IH K SIL AO Y SIL AA T AA R OW SIL D AO SH OW M IH K SIL AA T SIL IH AA N OW B B OW IH SIL AA T T R IH SH SIL N AO Y SIL AE K SIL UW L L EY K JH OW OW SIL N AO Y
লিচু,li.cu ,L IH UW
প্রোটিন          শর্করা   কিলোক্যালরি      ক্যালসিয়াম       ক্যারোটিন      ভিটামিন সি   আয়রন,pro.tin ʃɔrk.kɔ.ra ki.lo.kæ.lo.ri kæ.lɔ.ʃi.am kæ.ro.tin bʰi.ta.min si aj.ron ,P R OW T IH N SIL SH AO R K K AO R AA SIL K IH L OW K AE L OW R IH SIL K AE L AO SH IH AA M SIL K AE R OW T IH N SIL B IH T AA M IH N SIL S IH SIL AA Y R OW N
গ্রাম           গ্রাম                  মি. গ্রা.         মাইক্রোগ্রাম     মি. গ্রা.,gram gram mi.li gram ma.ik.kro.gram mi.li gram ,R AA M SIL R AA M SIL M IH L IH SIL R AA M SIL M AA IH K K R OW R AA M SIL M IH L IH SIL R AA M
উল্লেখযোগ্য নয়    ১৩.৬   ৬১            ১০            উল্লেখযোগ্য নয়  ৩         উল্লেখযোগ্য নয়,ul.lekʰ.ɟog.go nɔj t̪æ.ro d̪ɔ.ʃo.mik cʰɔj ek.ʃot.ti d̪ɔʃ ul.lekʰ.ɟog.go nɔj t̪in ul.lekʰ.ɟog.go nɔj ,UW L L EY K JH OW OW SIL N AO Y SIL T AE R OW SIL D AO SH OW M IH K SIL AO Y SIL EY K SH OW T T IH SIL D AO SH SIL UW L L EY K JH OW OW SIL N AO Y SIL T IH N SIL UW L L EY K JH OW OW SIL N AO Y
উন্নয়ন,un.nɔj.on ,UW N N AO Y OW N
জাহাজ শিল্পে সম্ভাবনা,ɟa.haɟ ʃil.pe ʃɔm.bʰa.bo.na ,JH AA HH AA JH SIL SH IH L P EY SIL SH AO M B AA B OW N AA
এসএম আজাদ ও এ কে আজাদ,es.em a.ɟad̪ o e ke a.ɟad̪ ,EY S EY M SIL AA JH AA D SIL OW SIL EY SIL K EY SIL AA JH AA D
"দ্য মোটর শিপ’ ম্যাগাজিনের তথ্য অনুযায়ী, বিশ্ববাজারে এখনো জাহাজের চাহিদার তুলনায় সরবরাহে ২৫ ভাগ ঘাটতি রয়েছে",d̪æ mo.tor ʃip mæ.ga.ɟi.ner t̪ot̪.t̪ʰo o.nu.ɟa.i biʃ.ʃo.ba.ɟa.re æ.kʰo.no ɟa.ha.ɟer ca.hi.d̪ar t̪u.lo.naj ʃɔr.bɔ.ra.he põ.ciʃ bʰag gʰat.t̪i ro.je.cʰe ,D AE SIL M OW T OW R SIL SH IH P SIL M AE AA JH IH N EY R SIL T OW T T OW SIL OW N UW JH AA IH SIL B IH SH SH OW B AA JH AA R EY SIL AE K OW N OW SIL JH AA HH AA JH EY R SIL AA HH IH D AA R SIL T UW L OW N AA Y SIL SH AO R B AO R AA HH EY SIL P OW IH SH SIL B AA SIL AA T T IH SIL R OW Y EY EY
ঘাটতি চাহিদার বাজারমূল্য এক লাখ ৫০ হাজার কোটি মার্কিন ডলার,gʰat.t̪i ca.hi.d̪ar ba.ɟar.mul.lo æk lakʰ pɔn.caʃ ha.ɟar ko.ti mark.kin dɔ.lar ,AA T T IH SIL AA HH IH D AA R SIL B AA JH AA R M UW L L OW SIL AE K SIL L AA K SIL P AO N AA SH SIL HH AA JH AA R SIL K OW T IH SIL M AA R K K IH N SIL D AO L AA R
জাহাজের বিশ্ব বাজারের মাত্র এক শতাংশও যদি দখল করা যায় তাতেও এক হাজার ৫০০ কোটি ডলার আয় করা সম্ভব,ɟa.ha.ɟer biʃ.ʃo ba.ɟa.rer mat̪.t̪ro æk ʃɔ.t̪aŋ.ʃoo ɟo.d̪i d̪ɔ.kʰol kɔ.ra ɟaj t̪a.t̪e.o æk ha.ɟar pãc.ʃo ko.ti dɔ.lar aj kɔ.ra ʃɔm.bʰɔb ,JH AA HH AA JH EY R SIL B IH SH SH OW SIL B AA JH AA R EY R SIL M AA T T R OW SIL AE K SIL SH AO T AA NG SH OW OW SIL JH OW D IH SIL D AO K OW L SIL K AO R AA SIL JH AA Y SIL T AA T EY OW SIL AE K SIL HH AA JH AA R SIL P AA SH OW SIL K OW T IH SIL D AO L AA R SIL AA Y SIL K AO R AA SIL SH AO M B AO B
"যা বর্তমানে জাপান, দক্ষিণ কোরিয়া, চীন, ভিয়েতনাম ও ভারতসহ বিভিন্ন দেশ জাহাজের ঘাটতি পূরণ তথা বাজার দখলে নেয়ার প্রতিযোগিতায় অবতীর্ণ রয়েছে",ɟa bɔr.t̪o.ma.ne ɟa.pan d̪ok.kʰin ko.ri.ja cin bʰi.jet̪.nam o bʰa.rot̪.ʃɔ.ho bi.bʰin.no d̪eʃ ɟa.ha.ɟer gʰat.t̪i pu.rɔn t̪ɔ.t̪ʰa ba.ɟar d̪ɔ.kʰo.le ne.ar pro.t̪i.ɟo.gi.t̪aj ɔ.bo.t̪irn.no ro.je.cʰe ,JH AA SIL B AO R T OW M AA N EY SIL JH AA P AA N SIL D OW K K IH N SIL K OW R IH Y AA SIL IH N SIL B IH Y EY T N AA M SIL OW SIL B AA R OW T SH AO HH OW SIL B IH B IH N N OW SIL D EY SH SIL JH AA HH AA JH EY R SIL AA T T IH SIL P UW R AO N SIL T AO T AA SIL B AA JH AA R SIL D AO K OW L EY SIL N EY AA R SIL P R OW T IH JH OW IH T AA Y SIL AO B OW T IH R N N OW SIL R OW Y EY EY
বিদেশি অনেক কোম্পানি ইতিমধ্যে বাংলাদেশ থেকে জাহাজ কেনার ব্যাপারে গভীর আগ্রহ দেখিয়েছে,bi.d̪e.ʃi ɔ.nek kom.pa.ni i.t̪i.mod̪.d̪ʰe baŋ.la.d̪eʃ t̪ʰe.ke ɟa.haɟ ke.nar bæ.pa.re go.bʰir ag.gro.ho d̪e.kʰi.je.cʰe ,B IH D EY SH IH SIL AO N EY K SIL K OW M P AA N IH SIL IH T IH M OW D D EY SIL B AA NG L AA D EY SH SIL T EY K EY SIL JH AA HH AA JH SIL K EY N AA R SIL B AE P AA R EY SIL OW B IH R SIL AA R OW HH OW SIL D EY K IH Y EY EY
আনন্দ শিপইয়ার্ডের দেড় হাজার কোটি টাকার রপ্তানি আদেশ পাওয়াই এর প্রকৃষ্ট প্রমাণ,a.non.d̪o ʃip.i.jar.der d̪eɾ ha.ɟar ko.ti ta.kar rɔp.t̪a.ni a.d̪eʃ pa.o.jai er pro.kriʃ.to pro.man ,AA N OW N D OW SIL SH IH P IH Y AA R D EY R SIL D EY DX SIL HH AA JH AA R SIL K OW T IH SIL T AA K AA R SIL R AO P T AA N IH SIL AA D EY SH SIL P AA OW Y AA IH SIL EY R SIL P R OW K R IH SH T OW SIL P R OW M AA N
"যেহেতু বাংলাদেশে নদী বিস্তৃত ভৌগোলিক সুবিধা, দক্ষ ও পরিশ্রমী জনশক্তি এবং অভিজ্ঞ প্রকৌশলী রয়েছে সেহেতু বিনিয়োগকারীদের এগিয়ে আসার পাশাপাশি সরকারি নীতি-সমর্থন এবং প্রয়োজনে আর্থিক সহায়তা নিশ্চিত হলেই এখন জাহাজের আন্তর্জাতিক বাজারে দ্রুত স্থান করে নেয়া সম্ভব",ɟe.he.t̪u baŋ.la.d̪e.ʃe no.d̪i bis.t̪ri.t̪o bʰou.go.lik ʃu.bi.d̪ʰa d̪ok.kʰo o po.ris.sro.mi ɟɔ.no.ʃok.t̪i e.bɔŋ o.bʰig.gõ pro.kou.ʃo.li ro.je.cʰe ʃe.he.t̪u bi.ni.jog.ka.ri.d̪er e.gi.je a.ʃar pa.ʃa.pa.ʃi ʃɔr.ka.ri ni.t̪i ʃɔ.mɔrt̪.t̪ʰon e.bɔŋ pro.jo.ɟo.ne art̪.t̪ʰik ʃɔ.haj.o.t̪a niʃ.ci.t̪o ho.lei æ.kʰon ɟa.ha.ɟer an.t̪orɟ.ɟa.t̪ik ba.ɟa.re d̪ru.t̪o st̪ʰan ko.re ne.a ʃɔm.bʰɔb ,JH EY HH EY T UW SIL B AA NG L AA D EY SH EY SIL N OW D IH SIL B IH S T R IH T OW SIL B OW UW OW L IH K SIL SH UW B IH D AA SIL D OW K K OW SIL OW SIL P OW R IH S S R OW M IH SIL JH AO N OW SH OW K T IH SIL EY B AO NG SIL OW B IH OW SIL P R OW K OW UW SH OW L IH SIL R OW Y EY EY SIL SH EY HH EY T UW SIL B IH N IH Y OW K AA R IH D EY R SIL EY IH Y EY SIL AA SH AA R SIL P AA SH AA P AA SH IH SIL SH AO R K AA R IH SIL N IH T IH SIL SH AO M AO R T T OW N SIL EY B AO NG SIL P R OW Y OW JH OW N EY SIL AA R T T IH K SIL SH AO HH AA Y OW T AA SIL N IH SH IH T OW SIL HH OW L EY IH SIL AE K OW N SIL JH AA HH AA JH EY R SIL AA N T OW R JH JH AA T IH K SIL B AA JH AA R EY SIL D R UW T OW SIL S T AA N SIL K OW R EY SIL N EY AA SIL SH AO M B AO B
হাতের মুঠোয় সম্ভাবনা,ha.t̪er mu.tʰoj ʃɔm.bʰa.bo.na ,HH AA T EY R SIL M UW T OW Y SIL SH AO M B AA B OW N AA
"বিশেষজ্ঞরা জানান, বিশ্বের সুখ্যাতিসম্পন্ন শীর্ষস্থানীয় জাহাজ নির্মাণকারী প্রতিষ্ঠানগুলো এখন সাবমেরিন নির্মাণে বেশি ব্যস্ত",bi.ʃe.ʃɔg.gõ.ra ɟa.nan biʃ.ʃer ʃuk.kʰæ.t̪i.ʃɔm.pɔn.no ʃirʃ.ʃos.tʰa.ni.o ɟa.haɟ nir.man.ka.ri pro.t̪iʃ.tʰan.gu.lo æ.kʰon sab.me.rin nir.ma.ne be.ʃi bæs.t̪o ,B IH SH EY SH AO OW R AA SIL JH AA N AA N SIL B IH SH SH EY R SIL SH UW K K AE T IH SH AO M P AO N N OW SIL SH IH R SH SH OW S T AA N IH OW SIL JH AA HH AA JH SIL N IH R M AA N K AA R IH SIL P R OW T IH SH T AA N UW L OW SIL AE K OW N SIL S AA B M EY R IH N SIL N IH R M AA N EY SIL B EY SH IH SIL B AE S T OW
এই অবস্থায় জাহাজের আন্তর্জাতিক বাজারে স্থান করে নেয়ার এক বিরাট সুযোগ রয়েছে বাংলাদেশের সামনে,ei ɔ.bos.t̪ʰaj ɟa.ha.ɟer an.t̪orɟ.ɟa.t̪ik ba.ɟa.re st̪ʰan ko.re ne.ar æk bi.rat ʃu.ɟog ro.je.cʰe baŋ.la.d̪e.ʃer ʃam.ne ,EY IH SIL AO B OW S T AA Y SIL JH AA HH AA JH EY R SIL AA N T OW R JH JH AA T IH K SIL B AA JH AA R EY SIL S T AA N SIL K OW R EY SIL N EY AA R SIL AE K SIL B IH R AA T SIL SH UW JH OW SIL R OW Y EY EY SIL B AA NG L AA D EY SH EY R SIL SH AA M N EY
পরিকল্পিতভাবে এগোলেই সুযোগটি কাজে লাগাতে পারে বাংলাদেশ,po.ri.kol.pi.t̪o.bʰa.be e.go.lei ʃu.ɟog.ti ka.ɟe la.ga.t̪e pa.re baŋ.la.d̪eʃ ,P OW R IH K OW L P IH T OW B AA B EY SIL EY OW L EY IH SIL SH UW JH OW T IH SIL K AA JH EY SIL L AA AA T EY SIL P AA R EY SIL B AA NG L AA D EY SH
কারণ দেশে জাহাজ নির্মাণ শিল্পের জন্য প্রয়োজনীয় অনেক উপাদান ও অবকাঠামো বিদ্যমান আছে,ka.ron d̪e.ʃe ɟa.haɟ nirm.man ʃil.per ɟon.no pro.jo.ɟo.ni.o ɔ.nek u.pa.d̪an o ɔ.bo.ka.tʰa.mo bid̪.d̪o.man a.cʰe ,K AA R OW N SIL D EY SH EY SIL JH AA HH AA JH SIL N IH R M M AA N SIL SH IH L P EY R SIL JH OW N N OW SIL P R OW Y OW JH OW N IH OW SIL AO N EY K SIL UW P AA D AA N SIL OW SIL AO B OW K AA T AA M OW SIL B IH D D OW M AA N SIL AA EY
জাহাজ নির্মাণ শিল্পের আন্তর্জাতিক বাজার ৫০০ বছরের পুরনো,ɟa.haɟ nirm.man ʃil.per an.t̪orɟ.ɟa.t̪ik ba.ɟar pãc.ʃo bɔ.cʰo.rer pu.ro.no ,JH AA HH AA JH SIL N IH R M M AA N SIL SH IH L P EY R SIL AA N T OW R JH JH AA T IH K SIL B AA JH AA R SIL P AA SH OW SIL B AO OW R EY R SIL P UW R OW N OW
এক সময় জাহাজ নির্মাণের জন্য বাংলাদেশেরও সুখ্যাতি ছিল,æk ʃo.mɔj ɟa.haɟ nir.ma.ner ɟon.no baŋ.la.d̪e.ʃe.ro ʃukʰ.kʰæ.t̪i cʰi.lo ,AE K SIL SH OW M AO Y SIL JH AA HH AA JH SIL N IH R M AA N EY R SIL JH OW N N OW SIL B AA NG L AA D EY SH EY R OW SIL SH UW K K AE T IH SIL IH L OW
ব্রিটিশ আমলে এদেশেই নির্মিত হতো বিভিন্ন আকারের জাহাজ,bri.tiʃ a.mo.le e.d̪e.ʃei nirm.mi.t̪o ho.t̪o bi.bʰin.no a.ka.rer ɟa.haɟ ,B R IH T IH SH SIL AA M OW L EY SIL EY D EY SH EY IH SIL N IH R M M IH T OW SIL HH OW T OW SIL B IH B IH N N OW SIL AA K AA R EY R SIL JH AA HH AA JH
"হারিয়ে যাওয়া সেই খ্যাতি আবার ফিরিয়ে আনা সম্ভব বলে আশা করেন জাহাজ নির্মাণ শিল্পে কর্মরত মাস্টার মেরিনার, জাহাজ প্রকৌশলী নেভাল আর্কিটেক্ট ও উদ্যোক্তারা",ha.ri.je ɟao.a ʃei kʰæ.t̪i a.bar pʰi.ri.je a.na ʃɔm.bʰɔb bo.le a.ʃa kɔ.ren ɟa.haɟ nirm.man ʃil.pe kɔrm.mo.rɔ.t̪o maʃ.tar me.ri.nar ɟa.haɟ pro.kou.ʃo.li ne.bʰa.lo ar.ki.tekt o ud̪.d̪ok.t̪a.ra ,HH AA R IH Y EY SIL JH AA OW AA SIL SH EY IH SIL K AE T IH SIL AA B AA R SIL P IH R IH Y EY SIL AA N AA SIL SH AO M B AO B SIL B OW L EY SIL AA SH AA SIL K AO R EY N SIL JH AA HH AA JH SIL N IH R M M AA N SIL SH IH L P EY SIL K AO R M M OW R AO T OW SIL M AA SH T AA R SIL M EY R IH N AA R SIL JH AA HH AA JH SIL P R OW K OW UW SH OW L IH SIL N EY B AA L OW SIL AA R K IH T EY K T SIL OW SIL UW D D OW K T AA R AA
"সংশ্লিষ্ট সূত্রমতে, জাহাজ নির্মাণের জন্য এক সময় জার্মানি, যুক্তরাজ্য, ফিনল্যান্ড, রাশিয়া, নেদারল্যান্ডস, ডেনমার্ক ও যুক্তরাষ্ট্রের খ্যাতি ছিল বিশ্বময়",ʃɔŋ.sliʃ.to ʃut̪.t̪ro.mɔ.t̪e ɟa.haɟ nir.ma.ner ɟon.no æk ʃo.mɔj ɟar.ma.ni ɟuk.t̪o.raɟ.ɟo pʰin.lænd ra.ʃi.ja ne.d̪ar.lænds den.mark o ɟuk.t̪o.raʃ.trer kʰæ.t̪i cʰi.lo biʃ.ʃo.mɔj ,SH AO NG S L IH SH T OW SIL SH UW T T R OW M AO T EY SIL JH AA HH AA JH SIL N IH R M AA N EY R SIL JH OW N N OW SIL AE K SIL SH OW M AO Y SIL JH AA R M AA N IH SIL JH UW K T OW R AA JH JH OW SIL P IH N L AE N D SIL R AA SH IH Y AA SIL N EY D AA R L AE N D S SIL D EY N M AA R K SIL OW SIL JH UW K T OW R AA SH T R EY R SIL K AE T IH SIL IH L OW SIL B IH SH SH OW M AO Y
সত্তর দশকে এ শিল্পে বিপ্লব ঘটায় জাপান,ʃot̪.t̪or d̪ɔ.ʃo.ke e ʃil.pe bip.lɔb gʰɔ.taj ɟa.pan ,SH OW T T OW R SIL D AO SH OW K EY SIL EY SIL SH IH L P EY SIL B IH P L AO B SIL AO T AA Y SIL JH AA P AA N
"এরপরে এ তালিকায় যুক্ত হয় দক্ষিণ কোরিয়া, সিঙ্গাপুর, চীন, ভিয়েতনাম ও বাহরাইনসহ আরো কয়েকটি দেশের নাম",er.pɔ.re e t̪a.li.kaj ɟuk.t̪o hɔj d̪ok.kʰin ko.ri.ja siŋ.ga.pur cin bʰi.jet̪.nam o bah.ra.in.ʃɔ.ho a.ro kɔ.ek.ti d̪e.ʃer nam ,EY R P AO R EY SIL EY SIL T AA L IH K AA Y SIL JH UW K T OW SIL HH AO Y SIL D OW K K IH N SIL K OW R IH Y AA SIL S IH NG AA P UW R SIL IH N SIL B IH Y EY T N AA M SIL OW SIL B AA HH R AA IH N SH AO HH OW SIL AA R OW SIL K AO EY K T IH SIL D EY SH EY R SIL N AA M
